cigar,4.64658105100693
rebel,4.3210655052310605
flank,3.999179764691249
learn,5.38043784454994
nadir,4.801345897651719
maple,4.748793443364384
comfy,3.6333640974312047
remit,4.960155659019221
gruff,3.0835828649555803
ester,4.516708312772715
least,5.428144409614891
mogul,4.078980605080375
fetch,4.234881972241941
cause,4.975270203740404
oaken,4.657783480259471
aglow,4.140717826643188
meaty,4.733236648128908
gaffe,3.635424076688159
shyly,3.4197911284883813
racer,4.499499992462467
prowl,4.232041267232155
thief,Infinity
stern,5.142320597549867
poesy,4.589379479796975
rocky,4.043558023933308
tweet,3.3824158363100603
waist,Infinity
spire,4.955973738046298
grope,4.658736468210613
havoc,3.9951390373514024
patsy,Infinity
truly,4.587807527216399
forty,4.315132466554965
deity,Infinity
uncle,4.685034666088849
swish,3.314718060590466
giver,4.299726805822215
preen,4.377844171499927
bevel,3.629145157267053
lemur,4.740187015437053
draft,4.515427287643469
slope,4.900886315735776
annoy,3.8897529821457026
lingo,4.410763955817962
bleak,Infinity
ditty,3.611107178197436
curly,4.374939733755977
cedar,5.08647220450913
dirge,4.699339169535653
grown,4.081825425080682
horde,4.80371109453109
drool,4.086348357868305
shuck,3.699979064214004
crypt,Infinity
cumin,4.0847958068032595
stock,4.163681633720041
gravy,3.9828771123507156
locus,4.504746828112728
wider,Infinity
breed,4.069062523319515
quite,4.117037730214766
chafe,4.424036015300245
cache,Infinity
blimp,3.8148765501833535
deign,Infinity
fiend,4.326310713987312
logic,4.319440391848188
cheap,4.556622681691557
elide,4.281526749143723
rigid,3.597601368595579
false,4.899803452820464
renal,5.336588773293131
pence,4.096560242565453
rowdy,Infinity
shoot,3.9427648514474765
blaze,Infinity
envoy,4.120247545500183
posse,4.116992864667298
brief,Infinity
never,3.9692042181196796
abort,4.813953594605814
mouse,4.666686324221816
mucky,3.3558251916409483
sulky,3.92277938230865
fiery,4.494435868102087
media,4.6182619152477695
trunk,4.279084410992095
yeast,Infinity
clear,5.296929066947646
skunk,3.1580539141922
scalp,4.552766943664758
bitty,3.464048800730971
cider,4.831701728663425
koala,3.8391715857684265
duvet,Infinity
segue,Infinity
creme,Infinity
super,4.770691889727104
grill,Infinity
after,4.9448114111301615
owner,Infinity
ember,3.8283245935089583
reach,5.019319874289256
nobly,4.144907799686464
empty,4.142125191435431
speed,3.966954745554132
gipsy,Infinity
recur,4.178215750380741
smock,3.816910802839661
dread,4.363657682452969
merge,4.0446770233876155
burst,4.485602935314547
kappa,2.608547985725798
amity,4.405002016124513
shaky,3.9986818566861126
hover,4.401761507951978
carol,5.081391301329373
snort,4.978006013584719
synod,Infinity
faint,4.553162977520217
haunt,4.588660316388202
flour,4.396850988913431
chair,4.760289050827112
detox,4.113659103836972
shrew,4.513250130665527
tense,4.5767456119386365
plied,4.707121520073901
quark,3.5981275839709426
burly,4.1340751465162935
novel,4.501155049894179
waxen,Infinity
stoic,4.612387203896469
jerky,3.6032374876207
blitz,3.6981443003404304
beefy,3.3580161871401133
lyric,Infinity
hussy,3.3444516866583274
towel,Infinity
quilt,3.9106668916012435
below,4.257628838738252
bingo,3.9993388355170287
wispy,3.7443912820610508
brash,4.489112970419258
scone,4.869626437572841
toast,4.382501713086094
easel,4.665861830815604
saucy,4.404009871653187
value,4.574685101713555
spice,4.684695468767469
honor,3.9942121544310796
route,5.176036271989757
sharp,4.572627066397907
bawdy,3.5815129460021846
radii,4.012348521454291
skull,3.4389952816984537
phony,4.044653239126997
issue,Infinity
lager,5.047877888166514
swell,3.900141194366338
urine,4.932541129507826
gassy,3.6321933339510646
trial,5.183764087083724
flora,Infinity
upper,3.865167911891996
latch,4.645809770118252
wight,Infinity
brick,3.9179000505476984
retry,4.260375291371602
holly,3.622150957410872
decal,Infinity
grass,3.9706531186795666
shack,4.053392281729954
dogma,4.041187612472813
mover,4.3176048864726315
defer,3.960790209586857
sober,Infinity
optic,4.363381057519567
crier,4.418553714943082
vying,3.5341033067437286
nomad,4.34937044723494
flute,Infinity
hippo,3.422861447104589
shark,4.375453868460486
drier,4.34173163011329
obese,4.132919583061616
bugle,4.274977845695723
tawny,Infinity
chalk,4.136802466267925
feast,4.935694112117386
ruddy,3.410591609334686
pedal,4.826605312871358
scarf,4.438092255495114
cruel,4.966711228039133
bleat,Infinity
tidal,4.8241512432699745
slush,3.6854577648964306
semen,4.162151128832797
windy,3.720816826737216
dusty,4.133015340538002
sally,4.023415382347275
igloo,3.6730332909704644
nerdy,4.590081348097426
jewel,Infinity
shone,4.815015602949927
whale,4.590420090268846
hymen,4.151011644755403
abuse,4.6802968935724945
fugue,3.288958079118771
elbow,4.223652497627676
crumb,3.886805548500164
pansy,4.422468715140851
welsh,Infinity
syrup,4.237046183273015
terse,4.784300919632845
suave,4.491313057774841
gamut,4.207874002740594
swung,3.6458505555892433
drake,Infinity
freed,3.9860757315953843
afire,4.929781826795071
shirt,4.754985266571507
grout,4.577850891859134
oddly,3.4644808317199565
tithe,4.184019314039963
plaid,Infinity
dummy,2.9280281751149264
broom,3.5585530697630086
blind,4.141089124759978
torch,4.663901142212249
enemy,3.7231895434348408
again,3.8646451920167317
tying,4.173488404347854
pesky,4.009067970452135
alter,5.446074373031045
gazer,4.23675057900364
noble,4.720347116896458
ethos,Infinity
bride,4.6226600728653375
extol,4.343621852900188
decor,4.868615339510209
hobby,3.0585243912030626
beast,5.01174993187966
idiom,3.390746177098682
utter,4.288515301566142
these,Infinity
sixth,3.804953245672012
alarm,4.124322464430599
erase,Infinity
elegy,3.8684933613642762
spunk,3.776744314900265
piper,4.108448305553537
scaly,4.570476887620595
scold,4.426670926381576
hefty,4.107528944104497
chick,3.067528891057106
sooty,3.958811876599539
canal,4.167940363233127
whiny,3.741857066731839
slash,Infinity
quake,3.718029129261197
joint,Infinity
swept,4.354584994813668
prude,4.567310596815159
heavy,4.165318572206451
wield,Infinity
femme,2.8805038482956755
lasso,4.246877587403791
maize,Infinity
shale,5.081490046781133
screw,4.558130922384992
spree,4.463575944671502
smoky,Infinity
whiff,2.684171349270836
scent,4.876760327560494
glade,4.77137336018605
spent,4.790574115511862
prism,4.336832396618008
stoke,4.624047499703007
riper,4.227626827115787
orbit,Infinity
cocoa,Infinity
guilt,4.445204075870092
humus,3.153760318349299
shush,2.789434514272787
table,Infinity
smirk,4.094366312357569
wrong,4.066228010564587
noisy,4.507133412758215
alert,5.485339873385253
shiny,4.233400550590249
elate,4.758203411974171
resin,5.125983561421614
whole,4.427716241533352
hunch,3.292845799422568
pixel,4.1002096838626105
polar,4.92987963767779
hotel,Infinity
sword,Infinity
cleat,5.213863097894189
mango,4.241153996710488
rumba,4.13475012689924
puffy,2.7207315510955903
filly,3.360491416295176
billy,3.4557411167013936
leash,5.0879801353586585
clout,4.6421155800737495
dance,Infinity
ovate,Infinity
facet,4.733113035831506
chili,3.5792525366206993
paint,4.756419346702132
liner,5.125967967778957
curio,4.656385828472129
salty,4.826151866690394
audio,4.417435504844567
snake,Infinity
fable,Infinity
cloak,4.424668675650951
navel,Infinity
spurt,4.5453005024345225
pesto,4.874610041332535
balmy,Infinity
flash,Infinity
unwed,Infinity
early,5.117850144277762
churn,4.312316053701901
weedy,3.4755890886912986
stump,3.9755182336944657
lease,4.807711528041481
witty,3.3541562465794037
wimpy,3.4255785000595043
spoof,Infinity
saner,5.322182813906323
blend,4.428652765813573
salsa,3.567920599718384
thick,3.9402058807590783
warty,4.4422398094095845
manic,4.376807655418675
blare,5.063525501970793
squib,3.323830521850079
spoon,3.7658465594070005
probe,4.613553638060054
crepe,4.26932515274474
knack,Infinity
force,4.691467210204293
debut,4.367427991982546
order,Infinity
haste,5.084530423814393
teeth,3.6091416390333375
agent,Infinity
widen,Infinity
icily,3.5738878083000953
slice,5.0322033491647025
ingot,4.414922099824695
clash,Infinity
juror,3.323732298844768
blood,3.5633898366293577
abode,4.617756876154468
throw,4.313814929432315
unity,4.317419124374212
pivot,4.0886954606633825
slept,Infinity
troop,4.089316578289379
spare,5.135426596070017
sewer,4.162444581410952
parse,5.2089178392241795
morph,4.142846040207155
cacti,Infinity
tacky,Infinity
spool,3.8904080304331314
demon,4.482250611499555
moody,3.3233269467117625
annex,3.6160449774161725
begin,4.295123549263864
fuzzy,2.1187720844067726
patch,4.365580109797213
water,4.944546837572264
lumpy,3.779905895424742
admin,Infinity
omega,4.470843714458498
limit,Infinity
tabby,Infinity
macho,4.198925426777147
aisle,Infinity
skiff,2.907105105655419
basis,3.7495556410991533
plank,Infinity
verge,3.791740392679351
botch,4.090217163401092
crawl,4.512972640392192
lousy,Infinity
slain,4.970720986012815
cubic,3.2393948048035752
raise,5.454524933260078
wrack,4.007028600161184
guide,4.3490334715129855
foist,4.47413924449497
cameo,4.779941127462674
under,4.65297671751967
actor,Infinity
revue,3.9303434559101538
fraud,4.260914779280426
harpy,4.354334700215981
scoop,3.632444144190071
climb,3.9545923304253754
refer,3.4539846920207817
olden,4.868582559030799
clerk,Infinity
debar,4.842540287305673
tally,4.082355071520594
ethic,4.531971969169357
cairn,4.97082505411856
tulle,4.296631160554459
ghoul,4.146965585619463
hilly,3.5875724693647393
crude,4.680309042589337
apart,4.253726448144153
scale,5.158928690488156
older,4.993806652622578
plain,4.71291753327308
sperm,4.567798977607742
briny,4.241877832301212
abbot,3.787192707175358
rerun,4.271782190983497
quest,4.133796109623277
crisp,4.519346284130283
bound,4.016822408202882
befit,Infinity
drawn,4.352524314182284
suite,4.999553162021824
itchy,4.033140754058294
cheer,4.224495069276256
bagel,4.620569012246808
guess,3.7622102411996385
broad,4.564619810655624
axiom,3.7729603718219944
chard,Infinity
caput,4.463010608431069
leant,5.354339080109069
harsh,4.069976767493045
curse,4.9578710511551005
proud,4.347177732798869
swing,3.833427755126324
opine,4.730581549262166
taste,4.626120041353374
lupus,3.4975789132038564
gumbo,3.5712368146006295
miner,4.806321237641276
green,4.285235155264615
chasm,4.245034778136066
lipid,3.5527659515956818
topic,4.426071186326135
armor,4.1774284175312895
brush,4.139072053619038
crane,Infinity
mural,4.616239359571135
abled,4.689775315621077
habit,4.434546699215219
bossy,3.4228109903970596
maker,4.5310895005973055
dusky,3.6032806927035033
dizzy,2.5510391097683742
lithe,Infinity
brook,3.4148625510369417
jazzy,2.1155328926972357
fifty,Infinity
sense,3.7755560773676975
giant,Infinity
surly,4.506475548671788
legal,4.232021008812282
fatal,3.9226525185693735
flunk,3.6274207406618646
began,4.499688752498895
prune,4.732499388063437
small,3.9574190668872995
slant,5.038979712222534
scoff,3.2583605651876657
torus,Infinity
ninny,2.8144068614816105
covey,4.107551225143964
viper,4.3517319029923724
taken,4.781958360580428
moral,4.838301025783349
vogue,4.069205226030616
owing,Infinity
token,4.630930222325577
entry,4.841363577610016
booth,3.59866798281674
voter,4.706599798658998
chide,4.44187934947869
elfin,4.564022439657497
ebony,4.346036696532641
neigh,4.4238819160168035
minim,2.7625822431148084
melon,4.758121811102264
kneed,3.7094356706265637
decoy,4.400896987697001
voila,4.375715434729731
ankle,4.741202332412885
arrow,3.9941859187556883
mushy,3.7468367077743325
tribe,Infinity
cease,4.617014016472487
eager,4.400995470176758
birth,4.380093218736123
graph,4.279131852583805
odder,4.080390700009811
terra,Infinity
weird,4.561255017146737
tried,Infinity
clack,3.5867325795307163
color,4.168662517306359
rough,4.262443691117424
weigh,4.043333360716804
uncut,3.5509132650855215
ladle,4.366587628543794
strip,4.675977578960293
craft,4.616713860319132
minus,4.177318103320793
dicey,4.4199535218581465
titan,4.249734575418035
lucid,Infinity
vicar,4.3922475780684875
dress,Infinity
ditch,4.1828706279541965
gypsy,3.023842081436025
pasta,4.0188566312606895
taffy,Infinity
flame,4.532505685448985
swoop,3.3261357668022855
aloof,3.8394826717313992
sight,4.248190473148363
broke,4.402783730488305
teary,Infinity
chart,4.797398316442463
sixty,3.782378591288262
wordy,3.9943149201785957
sheer,4.3749435648317245
leper,4.389541782249084
nosey,4.738158220351437
bulge,4.260540638612639
savor,4.603788897265863
clamp,4.261433925928748
funky,3.328184444627522
foamy,3.9517228373515505
toxic,3.8828008316024647
brand,4.459780550855865
plumb,3.6324649749736144
dingy,Infinity
butte,3.8556903252934736
drill,4.018297571182963
tripe,5.0512886627174565
bicep,Infinity
tenor,5.283401662641732
krill,3.7472272684349037
worse,4.811264966264117
drama,Infinity
hyena,4.624113580662697
think,4.0572595835260445
ratio,Infinity
cobra,4.607314906056623
basil,Infinity
scrum,4.231128705112224
bused,4.283991340584247
phone,4.567257927837104
court,4.793674889366052
camel,4.862336320547111
proof,Infinity
heard,Infinity
angel,4.911398262774854
petal,5.105421979202257
pouty,4.207466354397031
throb,4.43504538111496
maybe,4.30021451094536
fetal,4.897916151298719
sprig,4.304904030399263
spine,4.747528034255531
shout,4.483555469103249
cadet,4.964799229876852
macro,Infinity
dodgy,3.185111081118435
satyr,4.910777586148848
rarer,3.8908551671506286
binge,4.316516505094113
trend,4.984680686863541
nutty,3.5634805636623903
leapt,5.138214676761677
amiss,3.7933623911087127
split,Infinity
myrrh,3.4018343760261494
width,3.8559262384482915
sonar,5.122202092848314
tower,4.798713926105368
baron,4.748936815865961
fever,3.6015848760479927
waver,4.299468038384767
spark,4.334259286650114
belie,4.2310278799886625
sloop,3.8910842653518887
expel,3.405134028609918
smote,4.830633715023709
baler,Infinity
above,Infinity
north,4.691386395907154
wafer,Infinity
scant,4.811951742367575
frill,3.778955224694896
awash,3.579315971679736
snack,4.256264387761239
scowl,4.1742017360132175
frail,Infinity
drift,4.3308180473556
limbo,Infinity
fence,3.8908000047972227
motel,4.911317320551688
ounce,Infinity
wreak,4.427925888233714
revel,4.102058820238768
talon,5.061581841936343
prior,4.092795340299644
knelt,Infinity
cello,Infinity
flake,4.385820486265769
debug,3.943163611644256
anode,Infinity
crime,4.774515300267462
salve,4.781776904240698
scout,4.545898764759188
imbue,4.131915023109
pinky,Infinity
stave,4.6978565092547715
vague,Infinity
chock,3.1228064749578053
fight,3.7625252845728396
video,Infinity
stone,5.0580489088959775
teach,4.961833986137741
cleft,4.550682082203673
frost,4.609240500652777
prawn,4.314073809466142
booty,Infinity
twist,3.657018047679333
apnea,4.217193457127043
stiff,3.419865306855078
plaza,3.2201524128923174
ledge,4.026875937405105
tweak,4.313755160424076
board,Infinity
grant,4.808487458938222
medic,4.296798710222899
bacon,4.4218158796942415
cable,4.857967051965884
brawl,4.263419880567635
slunk,Infinity
raspy,4.5632393104697595
forum,4.029392908396008
drone,4.972054473927749
women,4.24692771626275
mucus,3.237022940178651
boast,4.716896379153528
toddy,Infinity
coven,4.348638199154408
tumor,4.584939458929245
truer,4.451962371396305
wrath,4.4714960397673975
stall,4.3034473071996056
steam,Infinity
axial,3.5073513668850604
purer,4.104328108746847
daily,4.555609285024665
trail,5.219518715478028
niche,4.56594898942023
mealy,4.740920548905153
juice,Infinity
nylon,Infinity
plump,Infinity
merry,3.929706734072363
flail,Infinity
papal,3.241359481944794
wheat,4.574417969625855
berry,3.873421989575544
cower,4.586442252731386
erect,4.499975350962738
brute,4.753906532167915
leggy,Infinity
snipe,4.768556165738646
sinew,Infinity
skier,4.727926357398416
penny,3.6949055506713737
jumpy,2.883694337315688
rally,4.107111662324428
umbra,4.108009548965122
scary,4.6466951091775535
modem,Infinity
gross,3.827337195321846
avian,3.6478195125143036
greed,4.119612082176029
satin,4.983773282658062
tonic,4.650956839458598
parka,Infinity
sniff,3.355316815681568
livid,3.2531977505602323
stark,4.62344972205125
trump,4.217196606046133
giddy,3.112727196570637
reuse,4.543621984885445
taboo,3.943868717563322
avoid,4.097860575285063
quote,4.150015403428336
devil,4.3300029762185055
liken,4.587172797513977
gloss,3.7441615425571855
gayer,4.783848566394447
beret,4.436010213745136
noise,5.0499004828406
gland,4.400601588242713
dealt,5.19875779174527
sling,Infinity
rumor,Infinity
opera,5.034133982147048
thigh,3.4431203303573312
tonga,4.611572830064349
flare,4.9766119507878654
wound,3.893601435591369
white,4.415969260561004
bulky,3.522383774195322
etude,4.089733720960139
horse,5.067481854160872
circa,4.137791440387602
paddy,3.3641653775853446
inbox,3.4876337808042273
fizzy,2.301788615528751
grain,4.736207434254126
exert,3.799002172455238
surge,4.737269114275134
gleam,4.634343406570029
belle,3.4804215160314
salvo,Infinity
crush,4.366153123109114
fruit,Infinity
sappy,3.6033933612567273
taker,4.948371387999358
tract,4.372838908701816
ovine,Infinity
spiky,3.766473686109569
frank,4.1255377999103375
reedy,4.09683184783764
filth,4.163775464199924
spasm,3.604172128189167
heave,3.9106777006488964
mambo,3.3876080904032912
right,4.382237276575379
clank,4.3281276893249485
trust,4.131091940917866
lumen,4.559794302466106
borne,4.851983329023747
spook,3.330652651653375
sauce,4.981383500621847
amber,4.65219301937639
lathe,Infinity
carat,4.441532139398242
corer,4.421196514979974
dirty,4.495146180294383
slyly,2.947907928560972
affix,Infinity
alloy,4.0557570263983065
taint,4.316802344081326
sheep,3.988004632638182
kinky,3.0699834676520665
wooly,3.456042848574291
mauve,Infinity
flung,Infinity
yacht,Infinity
fried,4.601602238984392
quail,3.9505719466019684
brunt,4.395935435916925
grimy,4.035216177342933
curvy,3.7920358300620407
cagey,4.504009784112558
rinse,5.185955584745185
deuce,4.023178154752574
state,4.562083102099454
grasp,4.513926716631345
milky,Infinity
bison,4.392389839359192
graft,4.419234877591874
sandy,4.426418498941997
baste,Infinity
flask,4.076819427641394
hedge,3.737076626358841
girly,4.3770459099840595
swash,3.501572582292719
boney,Infinity
coupe,4.572760592903431
endow,4.227018540936649
abhor,4.450971332367491
welch,4.209417056994363
blade,4.717882302494667
tight,3.526966628394514
geese,3.49930303088766
miser,4.875679237379954
mirth,4.4390286062773185
cloud,4.348675348219263
cabal,3.8420267053543338
leech,4.134468741274712
close,5.045260803890921
tenth,4.112272604364538
pecan,Infinity
droit,Infinity
grail,4.829463451256033
clone,4.970056101476237
guise,4.607933102644705
ralph,Infinity
tango,4.646890386943751
biddy,3.054774411142837
smith,4.2810802434869855
mower,4.3975466719059675
payee,4.234032382669043
serif,4.780990537716409
drape,4.932418898445213
fifth,Infinity
spank,4.147664523652675
glaze,Infinity
allot,4.385315118422639
truck,4.20207711262369
kayak,2.6814244250494954
virus,4.1456484115439
testy,4.103104757695838
tepee,3.6625793133046476
fully,3.173833761975797
zonal,4.169297258707299
metro,Infinity
curry,3.6779031213166844
grand,4.507884205210397
banjo,3.6945161588557607
axion,Infinity
bezel,3.4077651902982984
occur,3.808809622448652
chain,4.520648173841468
nasal,4.2410351147717416
gooey,Infinity
filer,4.756969408211913
brace,4.915540875945109
allay,3.341459413374272
pubic,3.766662557916652
raven,Infinity
plead,Infinity
gnash,4.3348124334437
flaky,3.8264476811302486
munch,3.816365082680182
dully,3.4248718396797604
eking,4.071983450931863
thing,4.154197831718451
slink,4.282982117115962
hurry,3.5598009840742
theft,3.69223507099485
shorn,4.6633620633733806
pygmy,2.6707569539631897
ranch,4.659221851006943
wring,4.004803407030627
lemon,4.748073902965898
shore,5.00779569653248
mamma,2.1624068785211725
froze,Infinity
newer,4.053819684006912
style,Infinity
moose,4.143918578802954
antic,Infinity
drown,4.201620004324349
vegan,4.299870864178045
chess,3.835791793475124
guppy,2.880310387647642
union,3.7621432958455987
lever,4.073055335603003
lorry,4.044216985368107
image,4.536046183784816
cabby,3.311444082155127
druid,3.7438594467380506
exact,4.348875579172394
truth,3.873387633494329
dopey,Infinity
spear,5.125604566896444
cried,4.916174331583194
chime,4.360659474859526
crony,4.5399180562275525
stunk,4.059796599116363
timid,Infinity
batch,4.237840929072875
gauge,3.9225113150480966
rotor,3.6313811554091853
crack,3.7020759467187894
curve,4.3654813068926694
latte,4.652139686613709
witch,3.930801754293099
bunch,3.7555223079754545
repel,4.417913462965098
anvil,4.360399534684059
soapy,4.4876620980356465
meter,4.38508645090663
broth,4.436472937461389
madly,4.195298989686905
dried,4.253761535809933
scene,4.285640061989702
known,2.960578863552269
magma,2.7176447734239235
roost,4.39058279658249
woman,4.110043503637118
thong,4.227266337177611
punch,3.883926747747606
pasty,4.48498530760336
downy,3.8062387996827276
knead,4.436744070273808
whirl,4.224546504922472
rapid,Infinity
clang,4.437816113872836
anger,4.95349337726023
drive,4.4265574118935165
goofy,Infinity
email,4.948533130434805
music,4.0789465106735605
stuff,3.2363547257695298
bleep,3.914299799105308
rider,4.260700394608467
mecca,Infinity
folio,3.6719810120462517
setup,Infinity
verso,4.689963587993206
quash,3.71436697322806
fauna,3.54768692557941
gummy,2.8296184489128837
happy,Infinity
newly,4.232185876894167
fussy,3.1161508609623962
relic,5.006611942838987
guava,3.1507488637315295
ratty,4.182458985113489
fudge,Infinity
femur,4.275308419481756
chirp,4.271980865065941
forte,4.874142652662586
alibi,3.749565480152966
whine,4.28950083844621
petty,3.8361900671991807
golly,3.561246056129639
plait,4.8474697062072325
fleck,Infinity
felon,4.62177053689748
gourd,4.299982259184015
brown,4.0362264165502575
thrum,4.246799402833474
ficus,3.923068515270014
stash,3.984747723506677
decry,4.5324138713257005
wiser,4.708977681977477
junta,3.8755543305006444
visor,4.415156388204465
daunt,4.6119715874998795
scree,4.558583072541138
impel,4.478595323149148
await,3.873286141520251
press,4.1410136863709734
whose,4.419643291370664
turbo,4.47962179107507
stoop,3.8301953834962057
speak,4.452134948839202
mangy,3.9926309300526364
eying,4.321243550640578
inlet,5.091909853922346
crone,5.057176492127984
pulse,4.733568815953219
mossy,3.487112892633978
staid,4.7094927616612585
hence,4.10124313484735
pinch,4.051449338572187
teddy,3.76384974922238
sully,3.657388939004447
snore,5.180642247490597
ripen,4.911775785695167
snowy,4.012713945239783
attic,4.031036220978739
going,3.5497381040096485
leach,4.917590703781817
mouth,4.179557707936296
hound,4.158595087560945
clump,3.8935396753713514
tonal,5.039578914103837
bigot,4.204056362346297
peril,5.013710263254775
piece,4.179067724636203
blame,4.619154697802603
haute,4.915846274720913
spied,4.597189313771631
undid,3.430537092699334
intro,4.864150069798747
basal,3.9486601613733994
shine,4.784860619781921
gecko,4.066660602875878
rodeo,4.301773419592675
guard,4.390204488084678
steer,4.61769541749309
loamy,Infinity
scamp,4.156448903710259
scram,4.5934758238087605
manly,4.369216079729605
hello,4.145188003320395
vaunt,4.2675958506681235
organ,4.758433282259915
feral,4.974617778997088
knock,3.216432807300955
extra,4.551635772217521
condo,3.6630251616317673
adapt,3.810287339519669
willy,3.3422740809986315
polka,4.244242429167179
rayon,Infinity
skirt,4.5048490603817894
faith,4.3549791734855114
torso,Infinity
match,4.288802813186832
mercy,4.472839115969699
tepid,Infinity
sleek,4.091460995435869
riser,4.486408574566783
twixt,2.8340421125842616
peace,4.346726839934941
flush,Infinity
catty,3.8872171612017663
login,4.4677125739057715
eject,Infinity
roger,4.184167145238392
rival,4.524754764491271
untie,4.8669510518394
refit,4.8294269790459055
aorta,Infinity
adult,4.627403512324434
judge,Infinity
rower,4.006200501257744
artsy,Infinity
rural,4.229806296718781
shave,4.444003394551334
